Id,DocNumber,TxnDate,Currency,PrivateNote,TotalAmt,LineId,Description,Amount,PostingType,AccountId,AccountName,DepartmentId,DepartmentName
8917,2685,2026-02-27,CAD,Dep 8677 - 2026-02-27 SaskPower SCRM Env#13434,0,5,Dep 8677 - 2026-02-27 SaskPower SCRM Env#13434,30.0,Debit,161,Community Investment:Donor directed giving - net:Donor Directed Giving,1,General operating fund
8916,2684,2026-02-27,CAD,Dep 8676 2026-02-27 Govt of SK SCRM Env# 13433,0,0,Dep 8676 2026-02-27 Govt of SK SCRM Env# 13433,16189.74,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8916,2684,2026-02-27,CAD,Dep 8676 2026-02-27 Govt of SK SCRM Env# 13433,0,1,Dep 8676 2026-02-27 Govt of SK SCRM Env# 13433,12103.98,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8916,2684,2026-02-27,CAD,Dep 8676 2026-02-27 Govt of SK SCRM Env# 13433,0,2,Dep 8676 2026-02-27 Govt of SK SCRM Env# 13433,1150.5,Credit,130,Funds transferred from other United Way organizations:Funds Transferred from Other UWs,1,General operating fund
8916,2684,2026-02-27,CAD,Dep 8676 2026-02-27 Govt of SK SCRM Env# 13433,0,3,Dep 8676 2026-02-27 Govt of SK SCRM Env# 13433,2935.26,Credit,120,Deferred revenue:Def. Rev. Donor Dir. Giving 2025,1,General operating fund
8916,2684,2026-02-27,CAD,Dep 8676 2026-02-27 Govt of SK SCRM Env# 13433,0,4,Dep 8676 2026-02-27 Govt of SK SCRM Env# 13433,210.0,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8916,2684,2026-02-27,CAD,Dep 8676 2026-02-27 Govt of SK SCRM Env# 13433,0,5,Dep 8676 2026-02-27 Govt of SK SCRM Env# 13433,210.0,Debit,161,Community Investment:Donor directed giving - net:Donor Directed Giving,1,General operating fund
8911,2682,2026-02-26,CAD,Dep 8673 2026-02-26 - SCRM Env#13414 MLT Aikins LLP,0,0,Dep 8673 2026-02-26 - SCRM Env#13414 MLT Aikins LLP,84929.92,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8911,2682,2026-02-26,CAD,Dep 8673 2026-02-26 - SCRM Env#13414 MLT Aikins LLP,0,1,Dep 8673 2026-02-26 - SCRM Env#13414 MLT Aikins LLP,2630.94,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8911,2682,2026-02-26,CAD,Dep 8673 2026-02-26 - SCRM Env#13414 MLT Aikins LLP,0,2,Dep 8673 2026-02-26 - SCRM Env#13414 MLT Aikins LLP,80698.94,Credit,130,Funds transferred from other United Way organizations:Funds Transferred from Other UWs,1,General operating fund
8911,2682,2026-02-26,CAD,Dep 8673 2026-02-26 - SCRM Env#13414 MLT Aikins LLP,0,3,Dep 8673 2026-02-26 - SCRM Env#13414 MLT Aikins LLP,1600.04,Credit,120,Deferred revenue:Def. Rev. Donor Dir. Giving 2025,1,General operating fund
8911,2682,2026-02-26,CAD,Dep 8673 2026-02-26 - SCRM Env#13414 MLT Aikins LLP,0,4,Dep 8673 2026-02-26 - SCRM Env#13414 MLT Aikins LLP,2500.0,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8911,2682,2026-02-26,CAD,Dep 8673 2026-02-26 - SCRM Env#13414 MLT Aikins LLP,0,5,Dep 8673 2026-02-26 - SCRM Env#13414 MLT Aikins LLP,2500.0,Debit,161,Community Investment:Donor directed giving - net:Donor Directed Giving,1,General operating fund
8816,2674,2026-02-10,CAD,Dep 8666 - 2026-02-10 - SCRM Env# 12938,0,0,Dep 8666 - 2026-02-10 - SCRM Env# 12938,42308.42,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8816,2674,2026-02-10,CAD,Dep 8666 - 2026-02-10 - SCRM Env# 12938,0,1,Dep 8666 - 2026-02-10 - SCRM Env# 12938,42308.42,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8816,2674,2026-02-10,CAD,Dep 8666 - 2026-02-10 - SCRM Env# 12938,0,2,Dep 8666 - 2026-02-10 - SCRM Env# 12938,312.0,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8816,2674,2026-02-10,CAD,Dep 8666 - 2026-02-10 - SCRM Env# 12938,0,3,Dep 8666 - 2026-02-10 - SCRM Env# 12938,312.0,Debit,161,Community Investment:Donor directed giving - net:Donor Directed Giving,1,General operating fund
8726,2651,2026-01-21,CAD,Dep 8659 - 2026-01-21 - SCRM Env#12445 GCWCC,0,0,Dep 8659 - 2026-01-21 - SCRM Env#12445 GCWCC,62321.64,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8726,2651,2026-01-21,CAD,Dep 8659 - 2026-01-21 - SCRM Env#12445 GCWCC,0,1,Dep 8659 - 2026-01-21 - SCRM Env#12445 GCWCC,60095.27,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8726,2651,2026-01-21,CAD,Dep 8659 - 2026-01-21 - SCRM Env#12445 GCWCC,0,2,Dep 8659 - 2026-01-21 - SCRM Env#12445 GCWCC,79283.34,Credit,132,Contributions and pledges:Campaign Cash,1,General operating fund
8726,2651,2026-01-21,CAD,Dep 8659 - 2026-01-21 - SCRM Env#12445 GCWCC,0,3,Dep 8659 - 2026-01-21 - SCRM Env#12445 GCWCC,2226.37,Credit,120,Deferred revenue:Def. Rev. Donor Dir. Giving 2025,1,General operating fund
8726,2651,2026-01-21,CAD,Dep 8659 - 2026-01-21 - SCRM Env#12445 GCWCC,0,4,Dep 8659 - 2026-01-21 - SCRM Env#12445 GCWCC,79283.34,Debit,161,Community Investment:Donor directed giving - net:Donor Directed Giving,1,General operating fund
8534,2646,2026-01-19,CAD,Dep 8656 - 2026-01-19 - Federal Retirees 2025 campaign - SCRM env#12379,0,0,Dep 8656 - 2026-01-19 - Federal Retirees 2025 campaign - SCRM env#12379,17930.64,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8534,2646,2026-01-19,CAD,Dep 8656 - 2026-01-19 - Federal Retirees 2025 campaign - SCRM env#12379,0,1,Dep 8656 - 2026-01-19 - Federal Retirees 2025 campaign - SCRM env#12379,10546.2,Debit,161,Community Investment:Donor directed giving - net:Donor Directed Giving,1,General operating fund
8534,2646,2026-01-19,CAD,Dep 8656 - 2026-01-19 - Federal Retirees 2025 campaign - SCRM env#12379,0,2,Dep 8656 - 2026-01-19 - Federal Retirees 2025 campaign - SCRM env#12379,27711.84,Credit,130,Funds transferred from other United Way organizations:Funds Transferred from Other UWs,1,General operating fund
8534,2646,2026-01-19,CAD,Dep 8656 - 2026-01-19 - Federal Retirees 2025 campaign - SCRM env#12379,0,3,Dep 8656 - 2026-01-19 - Federal Retirees 2025 campaign - SCRM env#12379,765.0,Credit,120,Deferred revenue:Def. Rev. Donor Dir. Giving 2025,1,General operating fund
9073,2689,2026-02-28,CAD,"Recognize Deferred Revenue relating to Survivor's Circle as of February 28, 2026",0,0,"Recognize Deferred Revenue relating to Survivor's Circle as of February 28, 2026",1100.0,Debit,124,Deferred revenue:Deferred Revenue - general,1,General operating fund
9073,2689,2026-02-28,CAD,"Recognize Deferred Revenue relating to Survivor's Circle as of February 28, 2026",0,1,"Recognize Deferred Revenue relating to Survivor's Circle as of February 28, 2026",1100.0,Credit,152,Other income:Residential School Survivors Circle,1,General operating fund
8815,2673,2026-01-31,CAD,"Recognize Deferred Revenue relating to Survivor's Circle as of January 31, 2026",0,0,"Recognize Deferred Revenue relating to Survivor's Circle as of January 31, 2026",21.2,Debit,124,Deferred revenue:Deferred Revenue - general,1,General operating fund
8815,2673,2026-01-31,CAD,"Recognize Deferred Revenue relating to Survivor's Circle as of January 31, 2026",0,1,"Recognize Deferred Revenue relating to Survivor's Circle as of January 31, 2026",21.2,Credit,152,Other income:Residential School Survivors Circle,1,General operating fund
9103,,2026-02-01,CAD,,0,0,Interest from Float,10.81,Debit,1150040000,Cash and cash equivalents:Float Financial,,
9103,,2026-02-01,CAD,,0,1,Interest,10.81,Credit,150,Interest income:Interest Revenue,,
9072,2688,2026-02-28,CAD,Accrued interest from Investments - February 2026,0,0,Accrued interest from Investments - February 2026,1096.23,Debit,102,Other current receivables:Interest Accrued,1,General operating fund
9072,2688,2026-02-28,CAD,Accrued interest from Investments - February 2026,0,1,Accrued interest from Investments - February 2026,1096.23,Credit,150,Interest income:Interest Revenue,1,General operating fund
8800,2671,2026-01-31,CAD,Accrued interest from Investments - January 2026,0,0,Accrued interest from Investments - January 2026,1213.68,Debit,102,Other current receivables:Interest Accrued,1,General operating fund
8800,2671,2026-01-31,CAD,Accrued interest from Investments - January 2026,0,1,Accrued interest from Investments - January 2026,1213.68,Credit,150,Interest income:Interest Revenue,1,General operating fund
8914,2683,2026-02-27,CAD,Dep 8675 2026-02-27 SCRM Env# 13431 SaskEnergy,0,0,Dep 8675 2026-02-27 SCRM Env# 13431 SaskEnergy,1681.66,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8914,2683,2026-02-27,CAD,Dep 8675 2026-02-27 SCRM Env# 13431 SaskEnergy,0,1,Dep 8675 2026-02-27 SCRM Env# 13431 SaskEnergy,1640.46,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8914,2683,2026-02-27,CAD,Dep 8675 2026-02-27 SCRM Env# 13431 SaskEnergy,0,2,Dep 8675 2026-02-27 SCRM Env# 13431 SaskEnergy,41.2,Credit,130,Funds transferred from other United Way organizations:Funds Transferred from Other UWs,1,General operating fund
9078,2694,2026-02-28,CAD,"Revenue Accrual - @work workplace campaign credit card donations and pledges receivable payments as of Feb 28, 2026",0,0,"Revenue Accrual - @work workplace campaign credit card donations and pledges receivable payments as of Feb 28, 2026",13152.84,Debit,100,Other current receivables:Accounts Receivable - Credit Card,1,General operating fund
9078,2694,2026-02-28,CAD,"Revenue Accrual - @work workplace campaign credit card donations and pledges receivable payments as of Feb 28, 2026",0,1,"Revenue Accrual - @work workplace campaign credit card donations and pledges receivable payments as of Feb 28, 2026",947.84,Credit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
9078,2694,2026-02-28,CAD,"Revenue Accrual - @work workplace campaign credit card donations and pledges receivable payments as of Feb 28, 2026",0,2,"Revenue Accrual - @work workplace campaign credit card donations and pledges receivable payments as of Feb 28, 2026",12205.0,Credit,132,Contributions and pledges:Campaign Cash,1,General operating fund
8821,2676,2026-02-12,CAD,Dep 8668 2026-02-12 - SCRM Env#12993 Corteva,0,0,Dep 8668 2026-02-12 - SCRM Env#12993 Corteva,1237.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,1,General operating fund
8821,2676,2026-02-12,CAD,Dep 8668 2026-02-12 - SCRM Env#12993 Corteva,0,1,Dep 8668 2026-02-12 - SCRM Env#12993 Corteva,5238.0,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8821,2676,2026-02-12,CAD,Dep 8668 2026-02-12 - SCRM Env#12993 Corteva,0,2,Dep 8668 2026-02-12 - SCRM Env#12993 Corteva,5063.0,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8821,2676,2026-02-12,CAD,Dep 8668 2026-02-12 - SCRM Env#12993 Corteva,0,3,Dep 8668 2026-02-12 - SCRM Env#12993 Corteva,1237.0,Credit,132,Contributions and pledges:Campaign Cash,1,General operating fund
8821,2676,2026-02-12,CAD,Dep 8668 2026-02-12 - SCRM Env#12993 Corteva,0,4,Dep 8668 2026-02-12 - SCRM Env#12993 Corteva,175.0,Credit,120,Deferred revenue:Def. Rev. Donor Dir. Giving 2025,1,General operating fund
8820,2675,2026-02-12,CAD,Dep 8667 - 2026-02-12 - SCRM Env#12982 GSCS,0,0,Dep 8667 - 2026-02-12 - SCRM Env#12982 GSCS,270.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,1,General operating fund
8820,2675,2026-02-12,CAD,Dep 8667 - 2026-02-12 - SCRM Env#12982 GSCS,0,1,Dep 8667 - 2026-02-12 - SCRM Env#12982 GSCS,3240.0,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8820,2675,2026-02-12,CAD,Dep 8667 - 2026-02-12 - SCRM Env#12982 GSCS,0,2,Dep 8667 - 2026-02-12 - SCRM Env#12982 GSCS,1065.0,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8820,2675,2026-02-12,CAD,Dep 8667 - 2026-02-12 - SCRM Env#12982 GSCS,0,3,Dep 8667 - 2026-02-12 - SCRM Env#12982 GSCS,270.0,Credit,132,Contributions and pledges:Campaign Cash,1,General operating fund
8820,2675,2026-02-12,CAD,Dep 8667 - 2026-02-12 - SCRM Env#12982 GSCS,0,4,Dep 8667 - 2026-02-12 - SCRM Env#12982 GSCS,2175.0,Credit,120,Deferred revenue:Def. Rev. Donor Dir. Giving 2025,1,General operating fund
8906,2681,2026-02-25,CAD,Dep 8672 - 2026-02-25 - SCRM Env#13386,0,0,Dep 8672 - 2026-02-25 - SCRM Env#13386,7999.0,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8906,2681,2026-02-25,CAD,Dep 8672 - 2026-02-25 - SCRM Env#13386,0,1,Dep 8672 - 2026-02-25 - SCRM Env#13386,7299.0,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8906,2681,2026-02-25,CAD,Dep 8672 - 2026-02-25 - SCRM Env#13386,0,2,Dep 8672 - 2026-02-25 - SCRM Env#13386,700.0,Credit,120,Deferred revenue:Def. Rev. Donor Dir. Giving 2025,1,General operating fund
8904,2680,2026-02-25,CAD,Dep 8671 - 2026-02-25 SCRM Env# 13382,0,0,Dep 8671 - 2026-02-25 SCRM Env# 13382,1405.04,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8904,2680,2026-02-25,CAD,Dep 8671 - 2026-02-25 SCRM Env# 13382,0,1,Dep 8671 - 2026-02-25 SCRM Env# 13382,1405.04,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8822,2677,2025-12-31,CAD,Dep 8648A - 2025-12-31 - SCRM Env#13176,0,0,Dep 8648A - 2025-12-31 - SCRM Env#13176,3750.0,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8822,2677,2025-12-31,CAD,Dep 8648A - 2025-12-31 - SCRM Env#13176,0,1,Dep 8648A - 2025-12-31 - SCRM Env#13176,3750.0,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8747,2670,2026-01-31,CAD,"Revenue Accrual - @work workplace campaign pledges and credit card donations receivable as of January 31, 2026",0,0,"Revenue Accrual - @work workplace campaign pledges and credit card donations receivable as of January 31, 2026",1680.0,Debit,93,Pledges receivable:Current Year Pledges Receivable,,
8747,2670,2026-01-31,CAD,"Revenue Accrual - @work workplace campaign pledges and credit card donations receivable as of January 31, 2026",0,1,"Revenue Accrual - @work workplace campaign pledges and credit card donations receivable as of January 31, 2026",1680.0,Credit,129,Contributions and pledges:Campaign Pledges,,
8747,2670,2026-01-31,CAD,"Revenue Accrual - @work workplace campaign pledges and credit card donations receivable as of January 31, 2026",0,2,"Revenue Accrual - @work workplace campaign pledges and credit card donations receivable as of January 31, 2026",1428.34,Debit,100,Other current receivables:Accounts Receivable - Credit Card,,
8747,2670,2026-01-31,CAD,"Revenue Accrual - @work workplace campaign pledges and credit card donations receivable as of January 31, 2026",0,3,"Revenue Accrual - @work workplace campaign pledges and credit card donations receivable as of January 31, 2026",1428.34,Credit,93,Pledges receivable:Current Year Pledges Receivable,,
8729,2652,2025-12-31,CAD,"Revenue Accrual - @work workplace campaign pledges and credit card donations receivable as of Dec 31, 2025",0,0,"Revenue Accrual - @work workplace campaign pledges and credit card donations receivable as of Dec 31, 2025",20308.48,Debit,93,Pledges receivable:Current Year Pledges Receivable,,
8729,2652,2025-12-31,CAD,"Revenue Accrual - @work workplace campaign pledges and credit card donations receivable as of Dec 31, 2025",0,1,"Revenue Accrual - @work workplace campaign pledges and credit card donations receivable as of Dec 31, 2025",7980.04,Debit,100,Other current receivables:Accounts Receivable - Credit Card,,
8729,2652,2025-12-31,CAD,"Revenue Accrual - @work workplace campaign pledges and credit card donations receivable as of Dec 31, 2025",0,2,"Revenue Accrual - @work workplace campaign pledges and credit card donations receivable as of Dec 31, 2025",28288.52,Credit,129,Contributions and pledges:Campaign Pledges,,
8719,2650,2026-01-27,CAD,Dep 8662 2026-01-27 SCRM Env#12572,0,0,Dep 8662 2026-01-27 SCRM Env#12572,4872.72,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8719,2650,2026-01-27,CAD,Dep 8662 2026-01-27 SCRM Env#12572,0,1,Dep 8662 2026-01-27 SCRM Env#12572,4872.72,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8716,2649,2026-01-22,CAD,Dep 8658 2026-01-22 SCRM Env#12467,0,0,Dep 8658 2026-01-22 SCRM Env#12467,2100.0,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8716,2649,2026-01-22,CAD,Dep 8658 2026-01-22 SCRM Env#12467,0,1,Dep 8658 2026-01-22 SCRM Env#12467,2100.0,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8533,2645,2026-01-14,CAD,Dep 8655 - 2026-01-14,0,0,Dep 8655 - 2026-01-14,88967.52,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8533,2645,2026-01-14,CAD,Dep 8655 - 2026-01-14,0,1,Dep 8655 - 2026-01-14,84527.52,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8533,2645,2026-01-14,CAD,Dep 8655 - 2026-01-14,0,2,Dep 8655 - 2026-01-14 - Deferred Revenue-Donor Directed Giving 2025,3660.0,Credit,120,Deferred revenue:Def. Rev. Donor Dir. Giving 2025,1,General operating fund
8533,2645,2026-01-14,CAD,Dep 8655 - 2026-01-14,0,3,Dep 8655 - 2026-01-14 - Deferred Revenue-Period Promise,780.0,Credit,124,Deferred revenue:Deferred Revenue - general,1,General operating fund
8531,2644,2026-01-13,CAD,Dep 8654 01/13/2026 - SCRM Env# 12338,0,0,Dep 8654 01/13/2026 - SCRM Env# 12338,18703.04,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8531,2644,2026-01-13,CAD,Dep 8654 01/13/2026 - SCRM Env# 12338,0,1,Dep 8654 01/13/2026 - SCRM Env# 12338,18703.04,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
9079,2695,2026-02-28,CAD,"Accrual of revenue for IRCC based on expenses incurred for the operation of the IRCC programming.  This is based on QBO expenses, and may be adjusted further once reconciliations are made and the final two claims of the fiscal 2025-26 year are made.  This is also contingent on any reporting adjustments by IRCC.",0,0,,61121.0,Debit,124,Deferred revenue:Deferred Revenue - general,,
9079,2695,2026-02-28,CAD,"Accrual of revenue for IRCC based on expenses incurred for the operation of the IRCC programming.  This is based on QBO expenses, and may be adjusted further once reconciliations are made and the final two claims of the fiscal 2025-26 year are made.  This is also contingent on any reporting adjustments by IRCC.",0,1,,61121.0,Credit,1150040014,Other income:IRCC Government Funding,,
9077,2693,2026-02-24,CAD,Pre-Authorized Credit Cards - 2026-02-24,0,0,Pre-Authorized Credit Cards - 2026-02-24,150.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,1,General operating fund
9077,2693,2026-02-24,CAD,Pre-Authorized Credit Cards - 2026-02-24,0,1,Pre-Authorized Credit Cards - 2026-02-24,150.0,Credit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
9076,2692,2026-02-17,CAD,Pre-Authorized Credit Cards - 2026-02-17,0,0,Pre-Authorized Credit Cards - 2026-02-17,120.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,1,General operating fund
9076,2692,2026-02-17,CAD,Pre-Authorized Credit Cards - 2026-02-17,0,1,Pre-Authorized Credit Cards - 2026-02-17,120.0,Credit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
9075,2691,2026-02-15,CAD,Pre-Authorized Credit Cards - 2026-02-15,0,0,Pre-Authorized Credit Cards - 2026-02-15,6657.64,Debit,100,Other current receivables:Accounts Receivable - Credit Card,1,General operating fund
9075,2691,2026-02-15,CAD,Pre-Authorized Credit Cards - 2026-02-15,0,1,Pre-Authorized Credit Cards - 2026-02-15,30.0,Credit,92,Pledges receivable:Prior Year 1 Pledges Receivable,1,General operating fund
9075,2691,2026-02-15,CAD,Pre-Authorized Credit Cards - 2026-02-15,0,2,Pre-Authorized Credit Cards - 2026-02-15,6627.64,Credit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
9074,2690,2026-02-01,CAD,Pre-Authorized Credit Cards - 2026-02-01,0,0,Pre-Authorized Credit Cards - 2026-02-01,162.5,Debit,100,Other current receivables:Accounts Receivable - Credit Card,1,General operating fund
9074,2690,2026-02-01,CAD,Pre-Authorized Credit Cards - 2026-02-01,0,1,Pre-Authorized Credit Cards - 2026-02-01,162.5,Credit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
9071,2687,2026-02-28,CAD,"Amortization - February 28, 2026",0,0,"Amortization - February 28, 2026",2327.26,Debit,213,Operations:Amortization expense:Amortization,1,General operating fund
9071,2687,2026-02-28,CAD,"Amortization - February 28, 2026",0,1,"Amortization - February 28, 2026",247.51,Credit,109,Capital assets:Accum Dep - Office Equipment,1,General operating fund
9071,2687,2026-02-28,CAD,"Amortization - February 28, 2026",0,2,"Amortization - February 28, 2026",517.25,Credit,110,Capital assets:Accum Dep - Computer Hardware,1,General operating fund
9071,2687,2026-02-28,CAD,"Amortization - February 28, 2026",0,3,"Amortization - February 28, 2026",1562.5,Credit,111,Capital assets:Accum Dep - Computer Software,1,General operating fund
6461,2498,2025-06-30,CAD,Dep 8610 2025-06-30,0,0,Dep 8610 2025-06-30,9925.37,Debit,85,Cash and cash equivalents:TD Canada Trust - Operating,,
6461,2498,2025-06-30,CAD,Dep 8610 2025-06-30,0,1,Dep 8610 2025-06-30,1633.5,Debit,100,Other current receivables:Accounts Receivable - Credit Card,,
6461,2498,2025-06-30,CAD,Dep 8610 2025-06-30,0,2,Dep 8610 2025-06-30,250.0,Debit,93,Pledges receivable:Current Year Pledges Receivable,,
6461,2498,2025-06-30,CAD,Dep 8610 2025-06-30,0,3,Dep 8610 2025-06-30,3017.34,Credit,92,Pledges receivable:Prior Year 1 Pledges Receivable,,
6461,2498,2025-06-30,CAD,Dep 8610 2025-06-30,0,4,Dep 8610 2025-06-30,46.15,Credit,93,Pledges receivable:Current Year Pledges Receivable,,
6461,2498,2025-06-30,CAD,Dep 8610 2025-06-30,0,5,Dep 8610 2025-06-30,250.0,Credit,129,Contributions and pledges:Campaign Pledges,,
6461,2498,2025-06-30,CAD,Dep 8610 2025-06-30,0,6,Dep 8610 2025-06-30,2450.0,Credit,132,Contributions and pledges:Campaign Cash,,
6461,2498,2025-06-30,CAD,Dep 8610 2025-06-30,0,10,Dep 8610 2025-06-30 - UW Regina,245.38,Credit,130,Funds transferred from other United Way organizations:Funds Transferred from Other UWs,,
6461,2498,2025-06-30,CAD,Dep 8610 2025-06-30,0,7,Dep 8610 2025-06-30,250.0,Credit,120,Deferred revenue:Def. Rev. Donor Dir. Giving 2025,,
6461,2498,2025-06-30,CAD,Dep 8610 2025-06-30,0,8,Dep 8610 2025-06-30 - Deferred Rev-Period Promise,50.0,Credit,124,Deferred revenue:Deferred Revenue - general,,
6461,2498,2025-06-30,CAD,Dep 8610 2025-06-30,0,9,Dep 8610 2025-06-30 - Reimburse Allocation to Agencies Payable-Prairie Harm Reduction,5500.0,Credit,119,Allocations to funded agencies:Allocations to Agencies,,
8837,2678,2025-09-24,CAD,Pre-Authorized Credit Cards-Andar - 2025-09-24,0,0,Pre-Authorized Credit Cards-Andar - 2025-09-24,150.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,1,General operating fund
8837,2678,2025-09-24,CAD,Pre-Authorized Credit Cards-Andar - 2025-09-24,0,1,Pre-Authorized Credit Cards-Andar - 2025-09-24,150.0,Credit,92,Pledges receivable:Prior Year 1 Pledges Receivable,1,General operating fund
8814,2672,2026-01-31,CAD,"Amortization - January 31, 2026",0,0,"Amortization - January 31, 2026",2327.26,Debit,213,Operations:Amortization expense:Amortization,1,General operating fund
8814,2672,2026-01-31,CAD,"Amortization - January 31, 2026",0,1,"Amortization - January 31, 2026",247.51,Credit,109,Capital assets:Accum Dep - Office Equipment,1,General operating fund
8814,2672,2026-01-31,CAD,"Amortization - January 31, 2026",0,2,"Amortization - January 31, 2026",517.25,Credit,110,Capital assets:Accum Dep - Computer Hardware,1,General operating fund
8814,2672,2026-01-31,CAD,"Amortization - January 31, 2026",0,3,"Amortization - January 31, 2026",1562.5,Credit,111,Capital assets:Accum Dep - Computer Software,1,General operating fund
8746,2669,2026-01-24,CAD,Pre-Authorized Credit Cards - 2026-01-24,0,0,Pre-Authorized Credit Cards - 2026-01-24,150.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,,
8746,2669,2026-01-24,CAD,Pre-Authorized Credit Cards - 2026-01-24,0,1,Pre-Authorized Credit Cards - 2026-01-24,150.0,Credit,93,Pledges receivable:Current Year Pledges Receivable,,
8745,2668,2026-01-22,CAD,Pre-Authorized Credit Cards - 2026-01-22,0,0,Pre-Authorized Credit Cards - 2026-01-22,100.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,,
8745,2668,2026-01-22,CAD,Pre-Authorized Credit Cards - 2026-01-22,0,1,Pre-Authorized Credit Cards - 2026-01-22,100.0,Credit,93,Pledges receivable:Current Year Pledges Receivable,,
8744,2667,2026-01-22,CAD,Pre-Authorized Credit Cards - 2026-01-22,0,0,Pre-Authorized Credit Cards - 2026-01-22,100.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,,
8744,2667,2026-01-22,CAD,Pre-Authorized Credit Cards - 2026-01-22,0,1,Pre-Authorized Credit Cards - 2026-01-22,100.0,Credit,92,Pledges receivable:Prior Year 1 Pledges Receivable,,
8743,2666,2026-01-15,CAD,Pre-Authorized Credit Cards - 2026-01-15,0,0,Pre-Authorized Credit Cards - 2026-01-15,6927.64,Debit,100,Other current receivables:Accounts Receivable - Credit Card,,
8743,2666,2026-01-15,CAD,Pre-Authorized Credit Cards - 2026-01-15,0,1,Pre-Authorized Credit Cards - 2026-01-15,30.0,Credit,92,Pledges receivable:Prior Year 1 Pledges Receivable,,
8743,2666,2026-01-15,CAD,Pre-Authorized Credit Cards - 2026-01-15,0,2,Pre-Authorized Credit Cards - 2026-01-15,6897.64,Credit,93,Pledges receivable:Current Year Pledges Receivable,,
8742,2665,2026-01-01,CAD,Pre-Authorized Credit Cards - 2026-01-01,0,0,Pre-Authorized Credit Cards - 2026-01-01,162.5,Debit,100,Other current receivables:Accounts Receivable - Credit Card,,
8742,2665,2026-01-01,CAD,Pre-Authorized Credit Cards - 2026-01-01,0,1,Pre-Authorized Credit Cards - 2026-01-01,162.5,Credit,93,Pledges receivable:Current Year Pledges Receivable,,
8741,2664,2025-12-31,CAD,Pre-Authorized Credit Cards - 2025-12-31,0,0,Pre-Authorized Credit Cards - 2025-12-31,25.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,,
8741,2664,2025-12-31,CAD,Pre-Authorized Credit Cards - 2025-12-31,0,1,Pre-Authorized Credit Cards - 2025-12-31,25.0,Credit,93,Pledges receivable:Current Year Pledges Receivable,,
8740,2663,2025-12-15,CAD,Pre-Authorized Credit Cards - 2025-12-15,0,0,Pre-Authorized Credit Cards - 2025-12-15,250.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,,
